Loan Status,Current Loan Amount,Credit Score,Annual Income,dti
1,434192.0,666.0,1687428.0,0.158
0,541926.0,684.0,2246484.0,0.0958
1,66330.0,738.0,381938.0,0.192
0,109956.0,737.0,410191.0,0.1589
0,183260.0,698.0,744800.0,0.1857
0,130702.0,733.0,1335643.0,0.217
0,541596.0,680.0,1216114.0,0.2334
1,77264.0,704.0,1297415.0,0.172
1,337920.0,748.0,1478656.0,0.133
0,572528.0,653.0,1234943.0,0.398
0,308440.0,691.0,1617261.0,0.1828
0,261734.0,741.0,1280885.0,0.172
0,387838.0,725.0,1581731.0,0.217
0,217492.0,744.0,1488555.0,0.294
0,528462.0,706.0,1146954.0,0.369
0,533390.0,746.0,1439535.0,0.118
1,64922.0,736.0,560709.0,0.154
1,668558.0,652.0,1301671.0,0.204
0,265958.0,670.0,1435545.0,0.191
0,652476.0,739.0,1458535.0,0.25
1,134288.0,746.0,676514.0,0.1025
0,231704.0,689.0,469737.0,0.309
0,347864.0,727.0,1444380.0,0.174
0,323840.0,719.0,1211915.0,0.155
0,89144.0,692.0,369512.0,0.2413
1,91124.0,698.0,689472.0,0.204
0,117876.0,744.0,504184.0,0.135
1,334950.0,730.0,964250.0,0.156
0,133958.0,736.0,944775.0,0.2
0,133738.0,744.0,1443810.0,0.183
0,305426.0,716.0,1534744.0,0.184
0,391160.0,690.0,844569.0,0.304
0,62304.0,722.0,999172.0,0.0983
0,105468.0,750.0,1138518.0,0.175
0,176792.0,699.0,1679524.0,0.128
0,437514.0,717.0,1069871.0,0.317
1,180356.0,738.0,1265514.0,0.169
0,236192.0,743.0,890112.0,0.152
1,303754.0,676.0,732982.0,0.197
0,438988.0,691.0,2369547.0,0.161
0,476300.0,731.0,2767293.0,0.0933
0,257400.0,721.0,796575.0,0.207
1,170852.0,728.0,866039.0,0.286
1,195910.0,717.0,590995.0,0.165
1,313698.0,722.0,1599173.0,0.0463
0,26708.0,747.0,1441112.0,0.095
1,447040.0,726.0,1853184.0,0.132
0,44616.0,661.0,790058.0,0.0196
1,412500.0,703.0,1377158.0,0.264
0,645744.0,737.0,1635881.0,0.0835
0,540980.0,733.0,1102608.0,0.132
0,651420.0,732.0,1640897.0,0.221
0,269258.0,721.0,1162686.0,0.163
0,443520.0,691.0,957600.0,0.0439
0,336314.0,690.0,1839485.0,0.267
0,175054.0,739.0,604713.0,0.255
0,211860.0,703.0,535971.0,0.142
1,222838.0,731.0,488205.0,0.0879
1,448756.0,707.0,1912198.0,0.0856
0,171710.0,747.0,528295.0,0.15
0,235422.0,708.0,1000350.0,0.213
1,296450.0,738.0,1713097.0,0.1246
0,140316.0,740.0,671137.0,0.125
1,236082.0,734.0,594890.0,0.253
0,32186.0,717.0,1167683.0,0.282
0,262570.0,715.0,1133844.0,0.223
0,269918.0,667.0,1262664.0,0.196
1,175604.0,735.0,682423.0,0.288
0,260326.0,730.0,812212.0,0.271
0,334158.0,710.0,1731546.0,0.142
0,397782.0,744.0,2786483.0,0.108
0,149248.0,706.0,1611295.0,0.106
0,91938.0,716.0,1002060.0,0.167
1,537108.0,683.0,1048572.0,0.278
0,218834.0,745.0,1096167.0,0.224
1,683650.0,688.0,1368000.0,0.262
1,438548.0,730.0,862961.0,0.29
0,300718.0,705.0,510644.0,0.155
1,609708.0,643.0,1257306.0,0.341
0,701954.0,710.0,1856604.0,0.245
1,133540.0,713.0,768892.0,0.0705
1,262988.0,734.0,1287098.0,0.118
0,215842.0,742.0,1360780.0,0.215
0,289146.0,740.0,1093507.0,0.131
1,44132.0,730.0,628748.0,0.08
0,43142.0,717.0,1248186.0,0.185
0,394724.0,741.0,1231048.0,0.188
0,185658.0,744.0,763572.0,0.193
1,393184.0,710.0,716870.0,0.356
0,107404.0,713.0,1062879.0,0.111
0,118272.0,706.0,1310468.0,0.1085
0,189134.0,703.0,716775.0,0.152
0,90024.0,685.0,376960.0,0.247
1,479248.0,719.0,1994259.0,0.118
0,109428.0,736.0,510340.0,0.198
0,157828.0,746.0,911259.0,0.122
0,441628.0,702.0,1144218.0,0.197
0,436700.0,656.0,2095225.0,0.136
0,218240.0,740.0,1225120.0,0.0919
0,53262.0,730.0,498294.0,0.2109
1,284372.0,720.0,982376.0,0.242
0,305932.0,672.0,1161546.0,0.211
0,98010.0,742.0,846450.0,0.0693
1,394020.0,735.0,907440.0,0.188
1,300520.0,734.0,889846.0,0.238
1,453926.0,725.0,1120050.0,0.18
0,254716.0,745.0,424441.0,0.0763
1,149644.0,632.0,1152901.0,0.0176
0,399718.0,748.0,1150716.0,0.0796
0,387574.0,710.0,2789295.0,0.152
0,262328.0,716.0,1019540.0,0.123
1,166056.0,689.0,609824.0,0.323
1,259380.0,738.0,1493400.0,0.181
0,268136.0,632.0,2122813.0,0.16
1,541376.0,723.0,1336764.0,0.205
0,311498.0,741.0,872024.0,0.296
0,79244.0,741.0,570342.0,0.0692
1,229768.0,742.0,1606450.0,0.0801
0,332574.0,744.0,995714.0,0.17
0,648846.0,719.0,1285274.0,0.106
0,187682.0,742.0,486780.0,0.342
1,550220.0,628.0,1900760.0,0.1184
0,55044.0,738.0,1369235.0,0.126
1,315084.0,724.0,1457775.0,0.207
1,399520.0,678.0,1284324.0,0.232
0,257554.0,729.0,1668276.0,0.1
0,315942.0,725.0,1129056.0,0.188
0,122034.0,712.0,632339.0,0.1571
0,111584.0,743.0,578208.0,0.151
0,53988.0,712.0,1084159.0,0.232
0,603504.0,720.0,1675287.0,0.21
0,221980.0,704.0,2238960.0,0.0656
0,312136.0,693.0,1232302.0,0.328
0,185438.0,692.0,659414.0,0.0922
0,179014.0,719.0,2405970.0,0.157
0,323268.0,698.0,1461081.0,0.225
0,247720.0,746.0,1800136.0,0.0282
1,284680.0,727.0,699580.0,0.139
0,335346.0,721.0,1081233.0,0.257
0,40304.0,722.0,1469707.0,0.141
1,381678.0,728.0,1260327.0,0.192
0,421256.0,748.0,1932775.0,0.0402
0,121836.0,739.0,1503280.0,0.0768
0,204754.0,673.0,521208.0,0.132
0,612920.0,658.0,1455685.0,0.247
1,143792.0,707.0,597018.0,0.169
0,89606.0,694.0,967385.0,0.149
0,119482.0,723.0,584136.0,0.2488
0,66814.0,749.0,288477.0,0.1768
0,254430.0,668.0,643872.0,0.159
0,265606.0,743.0,821978.0,0.133
1,146982.0,730.0,424726.0,0.307
0,77110.0,721.0,856292.0,0.169
0,517286.0,750.0,2559471.0,0.147
0,182094.0,734.0,1123356.0,0.311
0,435600.0,710.0,1410750.0,0.208
0,187176.0,716.0,1587716.0,0.315
0,446512.0,725.0,1245507.0,0.0454
0,333432.0,705.0,1631796.0,0.052
1,348282.0,707.0,751963.0,0.167
0,208890.0,731.0,1233803.0,0.132
0,398332.0,721.0,1100860.0,0.182
0,232716.0,722.0,1470315.0,0.0366
0,215468.0,640.0,1246780.0,0.128
1,267520.0,700.0,2098550.0,0.152
1,532686.0,698.0,1041599.0,0.256
0,66308.0,687.0,839933.0,0.0224
1,241648.0,724.0,1820466.0,0.0604
0,304678.0,687.0,779988.0,0.379
1,292578.0,664.0,748676.0,0.129
0,222728.0,748.0,2489190.0,0.0756
0,268356.0,709.0,1390572.0,0.155
0,722018.0,675.0,2086447.0,0.222
1,160424.0,744.0,1026304.0,0.111
0,556160.0,733.0,2151826.0,0.221
0,483978.0,698.0,1058167.0,0.202
0,214544.0,736.0,833796.0,0.14
0,216216.0,718.0,1437844.0,0.198
0,616990.0,721.0,2664256.0,0.0633
1,250382.0,696.0,602395.0,0.343
0,152900.0,746.0,2357900.0,0.0886
0,213532.0,718.0,768360.0,0.0719
0,257884.0,718.0,1409610.0,0.082
0,289256.0,728.0,1537328.0,0.142
0,306064.0,744.0,1106085.0,0.213
0,205480.0,700.0,2017230.0,0.0735
1,349822.0,711.0,1057407.0,0.316
0,112398.0,692.0,2815059.0,0.101
0,401104.0,723.0,1539608.0,0.178
1,323972.0,741.0,1958501.0,0.0551
0,193930.0,750.0,1320956.0,0.128
0,329252.0,731.0,1852025.0,0.231
0,85140.0,702.0,565383.0,0.203
0,664356.0,719.0,1568279.0,0.107
0,234938.0,726.0,592002.0,0.196
0,178420.0,747.0,1983809.0,0.05
1,300784.0,745.0,2264572.0,0.077
0,419760.0,746.0,1640859.0,0.0982
0,198858.0,740.0,1335719.0,0.108
0,237842.0,646.0,646646.0,0.0861
1,536712.0,699.0,1255387.0,0.269
0,311322.0,751.0,1493704.0,0.175
0,332706.0,743.0,948119.0,0.138
0,168124.0,746.0,1116858.0,0.174
1,664510.0,661.0,1149690.0,0.355
0,652212.0,714.0,1971459.0,0.154
1,258874.0,726.0,1192402.0,0.139
1,245410.0,741.0,1173288.0,0.238
1,540188.0,720.0,1069149.0,0.291
0,225368.0,713.0,583908.0,0.0952
0,217228.0,653.0,1988616.0,0.1229
0,757680.0,678.0,2206128.0,0.0713
0,111628.0,683.0,1971307.0,0.2261
1,216304.0,744.0,504374.0,0.171
0,97262.0,700.0,916370.0,0.118
0,473726.0,733.0,1150488.0,0.288
0,240988.0,748.0,1152084.0,0.296
0,236698.0,638.0,466735.0,0.172
1,110308.0,711.0,1524104.0,0.189
0,100166.0,707.0,288344.0,0.266
1,618882.0,716.0,1371458.0,0.273
1,89848.0,710.0,1357797.0,0.236
1,173184.0,730.0,747840.0,0.115
1,502282.0,702.0,2468119.0,0.0934
0,194810.0,730.0,1121646.0,0.184
0,27302.0,724.0,471390.0,0.135
0,434500.0,724.0,1219572.0,0.311
0,221826.0,664.0,939075.0,0.154
0,398970.0,747.0,2354537.0,0.155
0,214632.0,721.0,907554.0,0.108
1,300146.0,679.0,724090.0,0.0873
0,524986.0,746.0,1578748.0,0.243
0,163702.0,644.0,1127118.0,0.156
0,780164.0,726.0,1886586.0,0.123
0,114092.0,694.0,851314.0,0.0665
0,121396.0,728.0,476520.0,0.0941
0,439516.0,705.0,1897891.0,0.168
1,394350.0,722.0,778468.0,0.0261
0,380446.0,697.0,1719234.0,0.0853
1,160182.0,716.0,691657.0,0.168
0,215578.0,742.0,1117086.0,0.152
0,556666.0,705.0,1673007.0,0.186
0,44594.0,722.0,770336.0,0.0849
0,216392.0,720.0,2204152.0,0.0325
0,655138.0,692.0,1277655.0,0.119
0,186824.0,696.0,688047.0,0.252
0,38346.0,739.0,986879.0,0.0265
0,428428.0,722.0,2327652.0,0.0802
0,762278.0,701.0,1607115.0,0.264
1,556666.0,655.0,1922990.0,0.154
0,236126.0,719.0,926915.0,0.326
0,324236.0,720.0,1456065.0,0.1257
1,529584.0,646.0,2332573.0,0.0998
0,223542.0,730.0,1158354.0,0.28
1,44726.0,729.0,811167.0,0.125
0,89034.0,734.0,817038.0,0.0274
0,369380.0,739.0,1640612.0,0.152
0,220000.0,662.0,570000.0,0.273
1,526372.0,694.0,1259586.0,0.173
0,258148.0,678.0,1040383.0,0.134
0,179014.0,719.0,779171.0,0.131
0,97966.0,729.0,1034037.0,0.23
0,538604.0,721.0,2325828.0,0.0062
1,582648.0,694.0,1524864.0,0.169
0,522764.0,666.0,2633666.0,0.109
0,528968.0,684.0,1453367.0,0.227
1,246026.0,727.0,888516.0,0.116
0,246488.0,725.0,625993.0,0.201
0,147554.0,736.0,807899.0,0.111
0,196900.0,716.0,1360343.0,0.169
0,173074.0,700.0,934078.0,0.0094
0,68684.0,635.0,227791.0,0.238
0,173338.0,716.0,1347347.0,0.117
0,110374.0,737.0,667204.0,0.0549
1,352264.0,624.0,676058.0,0.387
1,378620.0,712.0,992978.0,0.392
1,131076.0,739.0,566010.0,0.1264
0,720720.0,724.0,1672494.0,0.216
0,617056.0,741.0,1360609.0,0.262
0,336534.0,715.0,1219059.0,0.18
1,216062.0,728.0,1399464.0,0.129
0,292930.0,732.0,972990.0,0.205
0,85888.0,737.0,463657.0,0.328
0,645832.0,731.0,1242657.0,0.246
0,99990.0,733.0,729220.0,0.0474
1,448426.0,743.0,776492.0,0.0486
0,352242.0,733.0,855608.0,0.211
1,439648.0,721.0,849015.0,0.264
1,266398.0,740.0,1974803.0,0.227
0,432036.0,740.0,1261144.0,0.0584
0,310618.0,703.0,2753898.0,0.177
0,397628.0,741.0,2193968.0,0.146
0,88000.0,681.0,885115.0,0.207
0,173976.0,712.0,751260.0,0.187
0,263384.0,740.0,1496592.0,0.258
0,524304.0,713.0,1301823.0,0.298
0,354948.0,724.0,2030910.0,0.241
0,111496.0,730.0,539239.0,0.0583
0,266926.0,732.0,673322.0,0.336
0,224752.0,750.0,1921622.0,0.0618
1,587774.0,730.0,1410047.0,0.189
1,260414.0,717.0,1068275.0,0.32
0,78254.0,747.0,162222.0,0.1086
0,303402.0,679.0,744648.0,0.208
0,55198.0,750.0,785232.0,0.187
0,395912.0,749.0,1747658.0,0.0989
0,342276.0,723.0,1487320.0,0.0384
1,438988.0,722.0,1800858.0,0.1
1,536030.0,689.0,1119974.0,0.0863
0,404602.0,720.0,873563.0,0.0712
0,111276.0,702.0,999362.0,0.256
1,333806.0,727.0,807177.0,0.105
0,282986.0,702.0,777233.0,0.103
0,258566.0,729.0,893228.0,0.237
0,322344.0,742.0,1002193.0,0.104
1,98186.0,710.0,753768.0,0.0708
0,605858.0,707.0,1138518.0,0.283
0,475288.0,731.0,1865800.0,0.138
0,155166.0,749.0,1023682.0,0.208
0,177804.0,706.0,575814.0,0.0856
0,26488.0,724.0,364135.0,0.17
0,179608.0,709.0,447203.0,0.244
0,151712.0,746.0,1213872.0,0.0949
0,172524.0,709.0,1210547.0,0.0689
0,560890.0,691.0,1356334.0,0.279
0,101882.0,697.0,481650.0,0.0429
0,315392.0,748.0,1595544.0,0.193
0,347908.0,740.0,845082.0,0.128
0,169356.0,703.0,717155.0,0.0591
0,594308.0,715.0,1643975.0,0.263
0,711678.0,718.0,1430928.0,0.236
0,754996.0,689.0,1900209.0,0.186
1,108020.0,734.0,1360590.0,0.158
1,129052.0,733.0,468084.0,0.1405
1,569140.0,715.0,1367734.0,0.183
0,495902.0,704.0,973370.0,0.276
0,449966.0,725.0,2234457.0,0.0588
0,154858.0,683.0,1077319.0,0.011
0,306042.0,699.0,890302.0,0.0113
0,223828.0,740.0,1159836.0,0.232
1,238876.0,670.0,843980.0,0.322
0,87670.0,719.0,435385.0,0.251
1,312488.0,684.0,902690.0,0.109
1,173910.0,723.0,867293.0,0.372
0,447348.0,714.0,2105580.0,0.156
0,214962.0,718.0,779722.0,0.222
1,321816.0,706.0,1482304.0,0.227
0,393272.0,678.0,858534.0,0.122
0,429748.0,748.0,1577380.0,0.194
1,222002.0,736.0,575187.0,0.252
0,656304.0,693.0,2611094.0,0.103
0,323928.0,738.0,911259.0,0.275
0,383108.0,722.0,1134414.0,0.14
1,44528.0,724.0,519099.0,0.248
1,89694.0,716.0,774668.0,0.122
0,707058.0,742.0,1597406.0,0.108
0,495726.0,743.0,1303001.0,0.135
0,171996.0,687.0,557004.0,0.23
1,372702.0,692.0,1476813.0,0.321
0,606760.0,728.0,1003428.0,0.2509
0,417758.0,748.0,1558684.0,0.254
1,435336.0,728.0,854487.0,0.261
0,758230.0,682.0,2170275.0,0.194
0,389642.0,745.0,1004207.0,0.249
0,777238.0,632.0,2301432.0,0.202
0,89012.0,738.0,864842.0,0.299
0,266992.0,744.0,1481449.0,0.138
1,447260.0,739.0,1641657.0,0.2094
1,238854.0,677.0,689149.0,0.144
1,110308.0,746.0,1600313.0,0.302
1,132000.0,724.0,1045000.0,0.158
0,107074.0,695.0,539448.0,0.319
0,217998.0,681.0,753084.0,0.241
1,333278.0,700.0,1630998.0,0.132
0,225324.0,749.0,642181.0,0.208
0,135256.0,736.0,876033.0,0.264
0,224532.0,726.0,798475.0,0.146
0,253682.0,748.0,638419.0,0.0178
0,325688.0,744.0,1050054.0,0.236
0,40216.0,739.0,1273570.0,0.219
0,603724.0,600.0,1373890.0,0.194
1,315722.0,706.0,988095.0,0.397
0,611402.0,710.0,1353940.0,0.227
0,223256.0,696.0,886939.0,0.143
0,221980.0,675.0,1150260.0,0.181
1,666468.0,733.0,1745948.0,0.139
0,764236.0,722.0,1697175.0,0.175
1,210408.0,721.0,946485.0,0.268
0,43868.0,715.0,871283.0,0.2
0,371382.0,676.0,1576924.0,0.0189
0,321992.0,740.0,1038141.0,0.275
0,591888.0,729.0,1591592.0,0.175
0,330440.0,631.0,1331729.0,0.296
0,380182.0,721.0,922659.0,0.2326
0,217998.0,748.0,790742.0,0.0071
0,408364.0,715.0,1447382.0,0.331
1,333300.0,715.0,875064.0,0.236
1,214610.0,717.0,834062.0,0.115
0,306922.0,731.0,990603.0,0.235
0,58674.0,706.0,540455.0,0.0681
0,64724.0,739.0,465880.0,0.0475
1,465982.0,668.0,1602251.0,0.094
0,263846.0,711.0,835506.0,0.212
0,268466.0,730.0,884906.0,0.218
1,233486.0,728.0,607335.0,0.261
0,396330.0,739.0,1108555.0,0.228
0,187462.0,738.0,1028565.0,0.189
1,107910.0,698.0,652308.0,0.258
0,332706.0,704.0,726484.0,0.121
1,423346.0,672.0,820781.0,0.211
0,26422.0,697.0,1208324.0,0.263
1,342430.0,709.0,748923.0,0.118
0,182424.0,714.0,1219078.0,0.243
0,334004.0,711.0,1538392.0,0.105
0,100452.0,704.0,274892.0,0.0737
0,123310.0,751.0,904704.0,0.1732
0,67298.0,711.0,1792783.0,0.164
1,175670.0,734.0,1066432.0,0.222
0,460108.0,737.0,2081431.0,0.133
0,215688.0,742.0,1862760.0,0.0811
0,64856.0,749.0,709517.0,0.107
0,541596.0,747.0,2806395.0,0.0479
1,129734.0,726.0,877648.0,0.261
0,21978.0,738.0,1214670.0,0.147
0,439560.0,719.0,862790.0,0.167
0,64812.0,736.0,559683.0,0.036
0,438020.0,737.0,1149234.0,0.224
0,258148.0,677.0,1114692.0,0.062
1,533192.0,713.0,1253658.0,0.0767
0,215116.0,675.0,668819.0,0.043
1,66792.0,738.0,1345960.0,0.049
1,401258.0,671.0,1025392.0,0.344
1,786632.0,692.0,1863406.0,0.117
0,221738.0,725.0,1588039.0,0.0788
0,49214.0,736.0,618355.0,0.2377
0,139326.0,739.0,864918.0,0.324
1,418550.0,665.0,825664.0,0.232
0,754072.0,725.0,1767646.0,0.243
0,51546.0,724.0,2226192.0,0.219
0,333696.0,720.0,1671506.0,0.2425
0,281270.0,723.0,1165992.0,0.183
0,64416.0,743.0,867863.0,0.235
0,444400.0,734.0,1381680.0,0.211
0,176616.0,705.0,530974.0,0.251
0,189486.0,740.0,1404081.0,0.295
0,221936.0,747.0,1054196.0,0.0323
0,322322.0,750.0,1017469.0,0.144
1,155672.0,740.0,549328.0,0.114
1,438350.0,689.0,1143363.0,0.286
0,298672.0,734.0,912247.0,0.115
0,268774.0,742.0,992731.0,0.277
0,64614.0,720.0,1302203.0,0.224
1,572286.0,710.0,1075913.0,0.23
0,701888.0,711.0,2462590.0,0.0769
0,416372.0,687.0,1807641.0,0.258
0,396638.0,740.0,1313090.0,0.372
0,613668.0,677.0,1419585.0,0.134
0,134200.0,743.0,637469.0,0.206
0,360140.0,742.0,1697023.0,0.166
1,461714.0,716.0,1118644.0,0.287
0,331100.0,727.0,1048458.0,0.213
0,248270.0,713.0,1023815.0,0.264
0,518760.0,647.0,1922762.0,0.128
1,510818.0,740.0,1394030.0,0.125
1,152636.0,747.0,1694952.0,0.153
0,167552.0,716.0,1431517.0,0.3
0,470184.0,662.0,1528341.0,0.152
0,158444.0,744.0,1311399.0,0.241
1,560560.0,696.0,1152654.0,0.262
0,43604.0,737.0,564984.0,0.0244
0,464486.0,717.0,1967564.0,0.24
0,110836.0,682.0,1063601.0,0.129
0,100342.0,733.0,962825.0,0.177
0,437096.0,729.0,1377842.0,0.298
1,336314.0,740.0,968145.0,0.152
0,264638.0,751.0,2475928.0,0.0321
0,217096.0,747.0,2024906.0,0.0982
0,789030.0,747.0,1401782.0,0.226
0,753676.0,650.0,2097771.0,0.118
0,109296.0,721.0,2019985.0,0.018
0,616748.0,725.0,2092508.0,0.167
0,673464.0,744.0,2132636.0,0.2364
0,60214.0,671.0,334343.0,0.128
1,229482.0,748.0,1196924.0,0.155
0,161436.0,745.0,778392.0,0.0191
0,111474.0,728.0,327294.0,0.164
0,65516.0,719.0,848768.0,0.126
1,131648.0,742.0,757948.0,0.175
0,533808.0,748.0,1824855.0,0.0894
0,153648.0,747.0,728916.0,0.108
1,88528.0,705.0,764560.0,0.209
0,424424.0,719.0,816601.0,0.32
1,546480.0,739.0,1136485.0,0.164
1,326436.0,745.0,1466002.0,0.238
0,257796.0,723.0,752533.0,0.0686
0,524678.0,740.0,1633145.0,0.204
0,763532.0,656.0,1695636.0,0.173
0,323114.0,740.0,2232348.0,0.104
0,539572.0,681.0,1166182.0,0.165
0,289894.0,748.0,1251796.0,0.131
0,330572.0,746.0,989672.0,0.132
1,473506.0,672.0,1672893.0,0.123
0,175868.0,723.0,1063259.0,0.308
1,754754.0,695.0,1862380.0,0.143
0,187352.0,727.0,1305661.0,0.17
0,215908.0,736.0,596695.0,0.0765
0,180180.0,740.0,622478.0,0.1849
1,31460.0,700.0,970235.0,0.303
0,142692.0,749.0,891119.0,0.175
1,406164.0,682.0,1251055.0,0.377
1,322916.0,696.0,836627.0,0.243
0,332024.0,746.0,1758659.0,0.12
1,760298.0,685.0,1500848.0,0.172
0,222090.0,721.0,959025.0,0.172
0,153934.0,714.0,1139430.0,0.0588
0,205590.0,697.0,892392.0,0.265
0,215270.0,701.0,2416895.0,0.0892
1,647460.0,696.0,1826622.0,0.23
0,349382.0,707.0,1557392.0,0.231
0,561352.0,712.0,1584961.0,0.214
0,66308.0,750.0,954560.0,0.006
0,150326.0,740.0,719435.0,0.0681
0,133584.0,716.0,1544605.0,0.124
0,176330.0,650.0,1275413.0,0.29
0,215886.0,736.0,1957703.0,0.14
0,235290.0,687.0,652327.0,0.138
0,216260.0,722.0,622231.0,0.171
0,600776.0,710.0,2223684.0,0.0788
1,128216.0,675.0,595536.0,0.366
0,786874.0,702.0,2174607.0,0.223
0,156816.0,720.0,658350.0,0.092
0,193820.0,739.0,743964.0,0.0852
0,513348.0,611.0,2430575.0,0.182
0,219780.0,751.0,949050.0,0.0442
1,293458.0,723.0,778658.0,0.119
1,364232.0,732.0,1165080.0,0.209
0,287804.0,731.0,2000054.0,0.222
1,438064.0,739.0,1134984.0,0.277
0,336006.0,721.0,1166942.0,0.253
0,88308.0,724.0,1620814.0,0.156
1,218988.0,739.0,737599.0,0.1351
0,218438.0,738.0,592249.0,0.231
1,215512.0,672.0,1116744.0,0.136
1,65142.0,741.0,468825.0,0.0288
1,173316.0,731.0,972990.0,0.204
0,258764.0,699.0,1396785.0,0.219
0,405922.0,681.0,942400.0,0.236
0,112068.0,741.0,1664552.0,0.145
1,313566.0,657.0,967195.0,0.277
0,669900.0,702.0,1928500.0,0.118
0,32714.0,734.0,715654.0,0.0467
0,114862.0,734.0,881182.0,0.169
0,131472.0,733.0,908352.0,0.208
0,652806.0,723.0,1559805.0,0.282
0,467170.0,725.0,1364105.0,0.312
0,257158.0,703.0,1200306.0,0.243
1,140976.0,629.0,593503.0,0.0946
1,760848.0,700.0,2543872.0,0.153
0,327668.0,726.0,848939.0,0.153
0,534072.0,718.0,1402960.0,0.096
0,261382.0,733.0,1467332.0,0.0372
0,214192.0,742.0,1926980.0,0.156
1,231044.0,737.0,572546.0,0.0799
0,255992.0,703.0,970121.0,0.115
1,112310.0,738.0,1454792.0,0.158
1,302060.0,707.0,795644.0,0.279
0,273152.0,709.0,1698543.0,0.222
1,214830.0,730.0,1335852.0,0.0093
0,176836.0,746.0,782743.0,0.084
0,108284.0,693.0,1215620.0,0.0899
0,472142.0,681.0,1334484.0,0.178
0,66022.0,716.0,2356950.0,0.0647
1,228822.0,739.0,798076.0,0.322
1,22418.0,722.0,870827.0,0.169
0,44572.0,745.0,909682.0,0.08
0,111056.0,722.0,1550096.0,0.184
0,448712.0,738.0,1840739.0,0.116
0,176660.0,632.0,1220617.0,0.0879
1,449944.0,727.0,1165764.0,0.231
0,171226.0,689.0,1824494.0,0.0
0,640860.0,701.0,1204030.0,0.24
0,43802.0,694.0,904210.0,0.234
0,196262.0,713.0,1318296.0,0.226
0,312466.0,718.0,843296.0,0.336
0,140712.0,746.0,1350216.0,0.183
0,441320.0,696.0,1143420.0,0.0632
0,139546.0,719.0,1355821.0,0.0618
1,441892.0,698.0,1259396.0,0.2231
0,172260.0,745.0,427690.0,0.116
1,116622.0,739.0,496603.0,0.198
0,152328.0,744.0,469870.0,0.123
0,250888.0,741.0,1064019.0,0.288
0,259006.0,703.0,1376474.0,0.14
0,429748.0,725.0,1360571.0,0.178
0,266926.0,735.0,806854.0,0.0514
0,415998.0,698.0,817874.0,0.242
0,144628.0,741.0,355927.0,0.0997
0,155804.0,743.0,922678.0,0.265
0,112728.0,740.0,2258435.0,0.0699
0,261976.0,727.0,1772244.0,0.154
0,243298.0,710.0,634258.0,0.268
0,77770.0,748.0,1227096.0,0.1376
0,386210.0,717.0,1204505.0,0.208
0,277662.0,733.0,749360.0,0.146
1,268928.0,701.0,663613.0,0.226
0,216964.0,746.0,805733.0,0.149
1,767932.0,724.0,1589692.0,0.196
0,265562.0,745.0,1337847.0,0.136
0,423368.0,741.0,1218793.0,0.29
0,155056.0,700.0,1090372.0,0.223
1,266244.0,691.0,892924.0,0.202
0,180400.0,714.0,1168500.0,0.159
0,398970.0,721.0,1119480.0,0.272
0,214852.0,703.0,1762839.0,0.0543
1,264154.0,699.0,1405335.0,0.244
0,402732.0,745.0,1433265.0,0.0573
0,569624.0,641.0,1359792.0,0.321
0,263186.0,658.0,759240.0,0.272
0,308682.0,734.0,2285016.0,0.125
0,129096.0,693.0,371640.0,0.108
1,257818.0,708.0,463885.0,0.121
1,347072.0,741.0,1686060.0,0.145
0,251482.0,702.0,1853374.0,0.2195
0,538670.0,740.0,1451467.0,0.123
0,89716.0,722.0,566181.0,0.169
0,150810.0,740.0,558201.0,0.171
0,235268.0,749.0,967575.0,0.0072
0,672804.0,725.0,1394543.0,0.074
0,377674.0,672.0,1477345.0,0.154
0,455444.0,725.0,2531712.0,0.111
1,295504.0,677.0,928473.0,0.0539
0,355124.0,724.0,824277.0,0.306
0,336578.0,747.0,620103.0,0.144
0,301136.0,704.0,1207469.0,0.261
0,214588.0,743.0,952584.0,0.1914
0,579810.0,688.0,1791529.0,0.118
0,218504.0,729.0,1161318.0,0.132
0,242418.0,723.0,1199033.0,0.201
0,220902.0,716.0,629565.0,0.0782
0,387838.0,746.0,1023473.0,0.316
1,226094.0,652.0,1244272.0,0.173
1,560890.0,725.0,1414455.0,0.137
0,751454.0,695.0,1946930.0,0.158
0,152768.0,743.0,1319360.0,0.175
0,296648.0,670.0,1007361.0,0.321
0,53746.0,696.0,1121722.0,0.0778
1,393030.0,698.0,848597.0,0.236
0,265606.0,739.0,1816020.0,0.161
0,423148.0,731.0,917206.0,0.0575
1,215930.0,737.0,1268098.0,0.272
0,337128.0,699.0,968962.0,0.275
0,224202.0,716.0,968145.0,0.111
0,440264.0,707.0,2303769.0,0.156
1,195756.0,746.0,507205.0,0.184
1,200090.0,743.0,998374.0,0.096
1,316800.0,745.0,855000.0,0.136
0,64086.0,747.0,1245678.0,0.124
0,53812.0,710.0,1579793.0,0.125
0,111782.0,747.0,946086.0,0.179
1,35178.0,725.0,234707.0,0.215
1,85404.0,670.0,458565.0,0.184
1,659538.0,659.0,1480955.0,0.309
0,293326.0,641.0,1647395.0,0.124
0,670032.0,684.0,2314656.0,0.115
0,78298.0,734.0,869364.0,0.25
1,289740.0,682.0,808450.0,0.2466
0,26906.0,725.0,929518.0,0.224
0,178618.0,733.0,1446242.0,0.256
0,157410.0,750.0,774098.0,0.276
0,534380.0,722.0,1066527.0,0.342
0,541838.0,724.0,1062537.0,0.196
